CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL2323633	1517793	CHEMBL2323633	1517793		1-42	535.57	3.37	179.92	2	COc1ccc(Nc2nc(nc3scnc23)N4CCCC(C4)C(=O)Nc5ccc(nc5)C(=O)O)cc1OC	12659814	IC50	=	65	nM	7.19				938404	CHEMBL2329347	B	Inhibition of human Gst-tagged Syk expressed in sf9 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			72043	CHEMBL2321787		ACS Med. Chem. Lett.	2013	4	1	18
CHEMBL50	3666	CHEMBL50	3666	QUERCETIN	16	302.24	1.63	127.45	0	OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	12108580	EC50	=	35000	nM	4.46				861808	CHEMBL2173401	B	Inhibition of SYK in human mast cells assessed as reduction in mast cell degranulation	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL249097	413815	CHEMBL249097	413815		9	335.36	3.46	113.16	0	Cc1ccc(O)cc1Nc2ccnc(Nc3cccc(c3)C(=O)N)n2	2593782	Activity	=	1.2	%					538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL33009	45198	CHEMBL33009	45198		43	392.54	2.76	70.31	0	CN(C)CCCN(C)c1ccc(cc1)c2cc3ncccc3c(NCCCN)n2	12108608	IC50	=	420	nM	6.38				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL1964275	1285566	CHEMBL1964275	1285566		11	467.6	5.73	61.44	1	Cc1ccc(NC(=O)c2cccc(c2)N3CCCCC3)cc1c4ccc(cc4)C(=O)NCC5CC5	2596188	Activity					Not Evaluated			538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL481973	472945	CHEMBL481973	472945		10a	328.33	.78	129.79	0	COc1cc(Nc2nc(N)n3ccnc3c2C(=O)N)cc(OC)c1	2592598	IC50	=	7100	nM	5.15				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL465463	473228	CHEMBL465463	473228		10r	497.53	1.62	184.34	0	COc1cc(Nc2nc(NCc3ccc(cc3)S(=O)(=O)N)n4ccnc4c2C(=O)N)cc(OC)c1	2592615	IC50	>	10000	nM					560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL519131	472946	CHEMBL519131	472946		10b	372.38	.79	136.03	0	COc1cc(Nc2nc(NCCO)n3ccnc3c2C(=O)N)cc(OC)c1	2592599	IC50	=	4300	nM	5.37				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL481182	473300	CHEMBL481182	473300		11	462.46	2.54	153.1	0	COc1cc(Nc2nc(NCc3ccc(cc3)C(=O)O)n4ccnc4c2C(=O)N)cc(OC)c1	2592618	IC50	=	8100	nM	5.09				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL30885	44452	CHEMBL30885	44452		40	296.34	2.6	63.83	0	NCCCNc1nc(cc2ncccc12)c3cccc(F)c3	12108611	IC50	=	850	nM	6.07				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL282342	44471	CHEMBL282342	44471		12	335.45	3.14	67.07	0	CN(C)c1ccc(cc1)c2cc3ncccc3c(NCCCCN)n2	2596391	Activity	=	.3	%					538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL282342	44471	CHEMBL282342	44471		46	335.45	3.14	67.07	0	CN(C)c1ccc(cc1)c2cc3ncccc3c(NCCCCN)n2	12108605	IC50	=	19	nM	7.72				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL514582	512858	CHEMBL514582	512858		4	410.45	.83	180.73	0	NC(=O)c1ccc(cc1)c2cc(C(=O)N)c(N)c(c2)c3ccc(cc3)S(=O)(=O)N	2476856	Activity					Not Evaluated			538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL475251	460144	CHEMBL475251	460144		3, R406	470.45	3.88	128.75	0	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	12108541	EC50	=	48	nM	7.32				861676	CHEMBL2173013	B	Inhibition of SYK in human B-cells cells assessed as reduction in FcepsilonR1/FcgammaR-mediated signaling responses	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL107061	173348	CHEMBL107061	173348		23	427.47	1.44	132.02	0	COc1ccc2c(c1)c(\C=C\3/C(=O)Nc4ccc(cc34)S(=O)(=O)N)cn2CCCO	12108627	IC50	=	32	nM	7.49				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2206921	1446560	CHEMBL2206921	1446560		3j	470.34	1.12	160.29	0	CN(C)S(=O)(=O)Nc1cc(Nc2ncc(Cl)cc2c3nc(C)nc(N)n3)cnc1Cl	12188405	Activity	<	50	%					882480	CHEMBL2211126	B	Binding affinity to SYK at 1 uM	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			66865	CHEMBL2203208	22832322	Bioorg. Med. Chem. Lett.	2012	22	17	5714
CHEMBL30661	44336	CHEMBL30661	44336		38	296.34	2.6	63.83	0	NCCCNc1nc(cc2ncccc12)c3ccc(F)cc3	12108613	IC50	=	1100	nM	5.96				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL463876	473092	CHEMBL463876	473092		10i	436.44	3.12	115.8	0	COc1cc(Nc2nc(NCc3ccc(F)cc3)n4ccnc4c2C(=O)N)cc(OC)c1	2592606	IC50	=	1900	nM	5.72				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL2069345	1359483	CHEMBL2069345	1359483		13a	400.4	4.02	65.97	0	FC(F)(F)c1ccnc(Nc2cccc(n2)c3ccnc(c3)N4CCNCC4)c1	10984689	IC50	=	1.8	nM	8.74				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL162	86358	CHEMBL162	86358	STAUROSPORINE	1	466.53	3.82	69.45	0	CN[C@@H]1CC2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	2575670	IC50	=	9	nM	8.05				490569	CHEMBL981176	B	Inhibition of human Syk	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			43944	CHEMBL1155791	18585046	Bioorg. Med. Chem.	2008	16	15	7347
CHEMBL514365	490141	CHEMBL514365	490141		9b	443.46	2.02	154.99	0	COc1cc(Nc2nc(NCC(=O)OC(C)(C)C)n3cnnc3c2C(=O)N)cc(OC)c1	2575681	IC50	=	79100	nM	4.1				490569	CHEMBL981176	B	Inhibition of human Syk	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			43944	CHEMBL1155791	18585046	Bioorg. Med. Chem.	2008	16	15	7347
CHEMBL2069361	1359499	CHEMBL2069361	1359499		1	262.31	3.44	50.7	0	Cc1ccnc(Nc2cccc(n2)c3cccnc3)c1	10984774	IC50	=	2700	nM	5.57				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL334979	217623	CHEMBL334979	217623		3	572.43	1.72	193.91	1	CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@@H](CO)c2onc(Cc3ccc(cc3)C(F)(F)F)n2	2592596	IC50	>	500000	nM			Outside typical range		560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL2069343	1359481	CHEMBL2069343	1359481		7f	360.46	3.28	79.96	0	Cc1ccnc(Nc2cccc(n2)c3ccnc(c3)N4CCC(N)CC4)c1	10984687	IC50	=	114	nM	6.94				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL2178352	1439146	CHEMBL2178352	1439146		9e	468.6	5.66	74.14	1	CN1CCN(CC1)c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C6CCCC6)c4n3)cc2	12150597	IC50	=	720	nM	6.14				876730	CHEMBL2183201	B	Inhibition of human recombinant SYK by radiometric kinase assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			66686	CHEMBL2177100	23116168	J. Med. Chem.	2012	55	23	10685
CHEMBL2069334	1359472	CHEMBL2069334	1359472		7c	334.42	3.02	88.75	0	Cc1ccnc(Nc2cccc(n2)c3ccnc(NCCCN)c3)c1	10984684	IC50	=	528	nM	6.28				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL105421	172670	CHEMBL105421	172670		25	385.44	1.96	111.8	0	COc1ccc2c(c1)c(CC3C(=O)Nc4ccc(cc34)S(=O)(=O)N)cn2C	12108624	IC50	=	8100	nM	5.09				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2069349	1359487	CHEMBL2069349	1359487		19a	348.4	1.18	104.88	0	Nc1cc(Nc2cnccn2)nc(c1)c3ccnc(c3)N4CCNCC4	10984693	IC50	=	4	nM	8.4				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL2323634	1517794	CHEMBL2323634	1517794		1-25	519.62	3.64	142.63	1	COc1ccc(Nc2nc(nc3scnc23)N4CCCC(C4)C(=O)NCCc5ccncc5)cc1OC	12659815	IC50	=	19900	nM	4.7				938404	CHEMBL2329347	B	Inhibition of human Gst-tagged Syk expressed in sf9 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			72043	CHEMBL2321787		ACS Med. Chem. Lett.	2013	4	1	18
CHEMBL2323635	1517795	CHEMBL2323635	1517795		1-3	540.59	4	155.59	1	CNC(=O)c1ccc(NC(=O)c2cccc(c2)c3nc(Nc4ccc(OC)c(OC)c4)c5ncsc5n3)cc1	12659816	IC50	=	71	nM	7.15				938404	CHEMBL2329347	B	Inhibition of human Gst-tagged Syk expressed in sf9 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			72043	CHEMBL2321787		ACS Med. Chem. Lett.	2013	4	1	18
CHEMBL476537	490140	CHEMBL476537	490140		9a	373.37	.85	148.91	0	COc1cc(Nc2nc(NCCO)n3cnnc3c2C(=O)N)cc(OC)c1	2575682	IC50	=	6100	nM	5.21				490569	CHEMBL981176	B	Inhibition of human Syk	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			43944	CHEMBL1155791	18585046	Bioorg. Med. Chem.	2008	16	15	7347
CHEMBL183906	305149	CHEMBL183906	305149		4a	273.23	2.88	71.47	0	FC(F)(F)c1cccc(\C=C\2/SC(=O)NC2=O)c1	2248299	Inhibition	=	5	%					558300	CHEMBL957364	B	Inhibition of SYK at 5 uM	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			45066	CHEMBL1139352	19072652	J. Med. Chem.	2009	52	1	74
CHEMBL151	47209	CHEMBL151	47209	LUTEOLIN	14	286.24	2.17	107.22	0	Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3	12108636	IC50	=	12000	nM	4.92				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2069354	1359492	CHEMBL2069354	1359492		19f	452.51	2.71	107.96	0	O=C(Nc1cc(Nc2cnccn2)nc(c1)c3ccnc(c3)N4CCNCC4)c5ccccc5	10984698	IC50	=	28	nM	7.55				835320	CHEMBL2072026	B	Inhibition of human recombinant full-length Syk using poly-GT as substrate after 40 mins by radioactive filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			63029	CHEMBL2069193	22877633	Bioorg. Med. Chem. Lett.	2012	22	17	5419
CHEMBL475251	460144	CHEMBL475251	460144		3, R406	470.45	3.88	128.75	0	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	12108542	EC50	=	33	nM	7.48				861783	CHEMBL2173296	B	Inhibition of SYK in human neutrophils cells assessed as reduction in FcepsilonR1/FcgammaR-mediated signaling responses	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL475251	460144	CHEMBL475251	460144		3, R406	470.45	3.88	128.75	0	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	12108532	EC50	=	10	nM	8				861670	CHEMBL2173007	B	Inhibition of SYK in OVA-challenged and IgE-sensitized cells assessed as reduction in TNFalpha release	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL526901	513071	CHEMBL526901	513071		15	277.32	2.47	58.64	0	CC(=O)c1c(C)c([nH]c1c2ccncc2)c3ccncc3	2577374	Activity					Not Evaluated			538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL473240	473303	CHEMBL473240	473303		20	532.59	3.74	142.1	1	COc1cc(Nc2nc(NCc3ccc(CC(=O)OC(C)(C)C)cc3)n4ccnc4c2C(=O)N)cc(OC)c1	2592621	IC50	>	10000	nM					560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
CHEMBL477165	490208	CHEMBL477165	490208		10c	386.41	.62	154.71	0	COc1cc(Nc2nc(NCCCN)n3cnnc3c2C(=O)N)cc(OC)c1	2575678	IC50	=	7700	nM	5.11				490569	CHEMBL981176	B	Inhibition of human Syk	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			43944	CHEMBL1155791	18585046	Bioorg. Med. Chem.	2008	16	15	7347
CHEMBL2323632	1517792	CHEMBL2323632	1517792		1-47	550.59	3.85	187.27	2	COc1ccc(Nc2nc(nc3scnc23)N4CCCC(C4)C(=O)Nc5ccc(C(=O)O)c(O)c5)cc1OC	12659813	IC50	=	71	nM	7.15				938404	CHEMBL2329347	B	Inhibition of human Gst-tagged Syk expressed in sf9 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			72043	CHEMBL2321787		ACS Med. Chem. Lett.	2013	4	1	18
CHEMBL1235110	697460	CHEMBL1235110	697460		4, YM-193306, 83, PRT-060318	340.42	2.56	118.95	0	Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(=O)N)c1	12108639	IC50	=	4	nM	8.4				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL516312	512857	CHEMBL516312	512857		2	339.35	2.2	94.46	0	O=C(Nc1c[nH]c2ncc(cc12)c3ccc(cc3)C#N)c4cccnc4	2479753	Activity					Not Evaluated			538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL31668	44693	CHEMBL31668	44693		29	294.35	2.32	73.06	0	COc1ccc(cc1)c2cc3ncccc3c(NCCN)n2	12108622	IC50	=	1500	nM	5.82				861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL2323631	1517791	CHEMBL2323631	1517791		1-67	394.45	3.41	117.63	0	COc1ccc(Nc2nc(nc3scnc23)c4cccc(CO)c4)cc1OC	12659811	IC50	=	79	nM	7.1				938404	CHEMBL2329347	B	Inhibition of human Gst-tagged Syk expressed in sf9 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			72043	CHEMBL2321787		ACS Med. Chem. Lett.	2013	4	1	18
CHEMBL515271	459205	CHEMBL515271	459205		84, R112	312.3	3.93	90.3	0	Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1	12108556	EC50	=	1580	nM	5.8				861797	CHEMBL2173390	B	Inhibition of SYK assessed as reduction in GM-CSF secretion by cell based assay	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL515271	459205	CHEMBL515271	459205		84, R112	312.3	3.93	90.3	0	Oc1cccc(Nc2ncc(F)c(Nc3cccc(O)c3)n2)c1	12108557	EC50	=	2010	nM	5.7				861798	CHEMBL2173391	B	Inhibition of SYK assessed as reduction in TNFalpha secretion by cell based assay	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL257167	425081	CHEMBL257167	425081		3	279.29	1.54	126.45	0	NC(=O)Nc1sc(cc1C(=O)N)c2ccc(F)cc2	2476653	Activity	=	10	%					538083	CHEMBL1024905	B	Binding affinity to human SYK at 10 uM relative to control	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44776	CHEMBL1151712	19035792	J. Med. Chem.	2008	51	24	7898
CHEMBL434202	44823	CHEMBL434202	44823		31	266.3	2.38	59.93	0	CNc1nc(nc2ncccc12)c3ccc(OC)cc3	12108620	IC50	>	30	ug.mL-1					861815	CHEMBL2173408	B	Inhibition of SYK	1	Scientific Literature				Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	8	Homologous protein			65912	CHEMBL2169784	22257213	J. Med. Chem.	2012	55	8	3614
CHEMBL481381	473302	CHEMBL481381	473302		15	448.47	2.31	136.03	0	COc1cc(Nc2nc(NCc3ccc(CO)cc3)n4ccnc4c2C(=O)N)cc(OC)c1	2592620	IC50	=	8500	nM	5.07				560453	CHEMBL1020473	B	Inhibition of human Syk (Met343 to Asn635) expressed in Sf9 cells by coupled spectrophotometric enzyme assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	101026	CHEMBL5575	SINGLE PROTEIN	Q15046	Lysyl-tRNA synthetase	Homo sapiens	9	Protein			44969	CHEMBL1139255	19010686	Bioorg. Med. Chem.	2009	17	1	284
